gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,County Council,Fulltime-Regular,Senior Information Technology Specialist,Information Technology Specialist II,2013,73709.05
F,Department of Health and Human Services,Fulltime-Regular,Manager III,,1989,135392.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1998,59671.3
F,Department of Recreation,Fulltime-Regular,Program Manager II,,2001,100047.95
F,Office of Management and Budget,Fulltime-Regular,Director Office of Management and Budget,,1985,216336.0
M,Department of General Services,Fulltime-Regular,Supply Technician III,,2013,52160.35
F,Department of Finance,Fulltime-Regular,Office Services Coordinator,,2001,67206.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2011,63345.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1994,107128.71
M,Department of Environmental Protection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,1994,93373.78
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2010,57235.41
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2012,61384.75
F,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Aide,,2004,47344.63
M,Sheriff's Office,Fulltime-Regular,Manager III,,2013,87524.35
M,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Aide,,1996,50890.0
M,Department of General Services,Fulltime-Regular,Manager III,,2006,100878.6
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2006,79865.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1985,76015.03
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1999,112266.0
M,Department of Liquor Control,Fulltime-Regular,Supply Technician II,,2001,55802.0
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2013,29779.06
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2001,80784.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1988,118080.06
F,Department of Police,Fulltime-Regular,Police Officer III,,2002,83658.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1990,117174.02
F,Department of Public Libraries,Parttime-Regular,Library Aide,,2002,18247.04
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1993,97019.07
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,Income Assistance Program Specialist I,2014,42792.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Assistant Manager,,2005,58137.62
F,Department of Public Libraries,Parttime-Regular,Library Associate II,,1984,43761.61
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.87
M,Department of General Services,Fulltime-Regular,Office Clerk,,2014,35147.84
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,86537.84
F,Department of Health and Human Services,Fulltime-Regular,Manager III,,1985,130020.2
M,Department of Health and Human Services,Fulltime-Regular,Environmental Health Specialist III,,2014,64059.78
F,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
M,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2007,69349.64
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2002,85854.0
F,Department of Environmental Protection,Fulltime-Regular,Program Specialist I,,2001,73801.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2001,97755.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1999,89620.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1987,91969.07
M,Office of Public Information,Fulltime-Regular,Program Specialist II,,2012,91042.55
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2014,39351.08
M,Department of General Services,Fulltime-Regular,Director Department of General Services,,2007,210143.0
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,1989,60201.44
F,Department of Finance,Fulltime-Regular,Office Services Coordinator,,1997,64428.28
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1995,117174.02
M,Department of Police,Fulltime-Regular,Master Police Officer,,1997,87841.0
M,Department of Technology Services,Fulltime-Regular,Senior Information Technology Specialist,,2004,118400.0
M,Department of Technology Services,Fulltime-Regular,Senior Information Technology Specialist,,1996,118400.0
M,Department of Health and Human Services,Fulltime-Regular,Manager II,,1985,149596.97
F,Department of Housing and Community Affairs,Fulltime-Regular,Manager III,,1990,126107.66
M,Department of Finance,Fulltime-Regular,Accountant/Auditor III,,2013,87890.51
M,Department of Transportation,Fulltime-Regular,Traffic Field Service Technician II,,1979,63067.93
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2004,69744.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1996,76015.03
M,Department of Police,Fulltime-Regular,Police Officer III,,1998,89620.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,70396.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Permitting Services,Fulltime-Regular,Permit Technician III,,1990,79663.29
M,Department of Police,Fulltime-Regular,Police Officer III,,1992,92756.7
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.08
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,Permitting and Code Enforcement Inspector II,2006,84974.0
F,Department of Police,Fulltime-Regular,Senior Information Technology Specialist,,2015,111402.74
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1986,100849.36
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2012,39561.58
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2006,95315.03
M,Department of General Services,Fulltime-Regular,Construction Representative III,,2006,88980.92
M,Department of General Services,Fulltime-Regular,Equipment Maintenance Crew Chief,,2008,81380.25
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1998,64141.0
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,1984,87967.15
M,Department of Police,Fulltime-Regular,Police Officer III,,1993,92756.7
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,70884.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2004,95629.79
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2010,67850.87
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2012,83971.07
F,Department of Health and Human Services,Parttime-Regular,Planning Specialist III,,2012,46698.0
F,Department of Transportation,Fulltime-Regular,Program Specialist I,,2015,53048.93
F,Department of Health and Human Services,Fulltime-Regular,Manager II,,2002,144375.87
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2008,19060.62
M,Department of Police,Fulltime-Regular,Forensics Specialist I,,2015,50785.5
F,Correction and Rehabilitation,Fulltime-Regular,Resident Supervisor II,,2012,54580.29
F,Department of Transportation,Fulltime-Regular,Principal Administrative Aide,,2002,53278.7
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2013,38085.07
M,Department of Finance,Fulltime-Regular,Program Manager II,,2008,102664.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1992,114087.02
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2005,77434.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1999,89620.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2000,97912.0
F,Department of Police,Fulltime-Regular,Office Services Coordinator,,2016,54000.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Department of Police,Fulltime-Regular,Police Officer Candidate,,2016,50211.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,55328.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,83658.0
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,,1995,110886.71
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,70884.0
M,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2005,81746.97
F,Office of Human Resources,Fulltime-Regular,Administrative Specialist I,,2001,73801.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Assistant Manager,,1998,71472.15
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,57365.0
F,Department of Health and Human Services,Fulltime-Regular,Nurse Manager,,2001,102664.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2005,52472.35
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2002,90904.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1988,107128.71
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2003,92106.65
M,Department of Housing and Community Affairs,Fulltime-Regular,Senior Planning Specialist,,2015,85117.0
F,Department of General Services,Fulltime-Regular,Property Manager II,,2014,88436.5
F,Office of Zoning and Administrative Hearings,Fulltime-Regular,Hearing Examiner,,2010,157828.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1994,92756.7
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2004,69744.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2008,77231.0
M,Department of Transportation,Fulltime-Regular,Work Force Leader II,,1987,75277.02
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,2002,82556.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1999,110229.0
M,County Council,Fulltime-Regular,Legislative Senior Aide III,,2004,74830.89
M,Fire and Rescue Services,Fulltime-Regular,Senior Information Technology Specialist,,2002,90561.14
F,Office of Human Resources,Fulltime-Regular,Human Resources Specialist III,,1992,104717.28
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2010,45048.5
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1989,100849.36
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2015,59072.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2006,62428.69
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2014,64019.98
F,Department of Police,Parttime-Regular,Crossing Guard,,2006,20419.48
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1981,69222.18
M,Department of Public Libraries,Parttime-Regular,Library Assistant I,,2012,20934.07
M,County Attorney's Office,Fulltime-Regular,Assistant County Attorney III,Assistant County Attorney II,2011,91042.54
F,Department of Liquor Control,Fulltime-Regular,Liquor Store Manager,,1996,79480.52
F,Department of Health and Human Services,Fulltime-Regular,Behavioral Health Associate Counselor,Behavioral Health Technician,2006,73801.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2000,85428.25
M,Department of General Services,Fulltime-Regular,Manager III,,2002,116491.69
M,Department of Police,Fulltime-Regular,Police Sergeant,,1995,107128.71
F,Department of Police,Fulltime-Regular,Public Safety Emergency Communications Manager,,1984,102664.0
F,Department of Police,Fulltime-Regular,Police Officer III,,1988,92756.7
M,Department of Police,Fulltime-Regular,Security Officer I,,2000,61006.03
M,Fire and Rescue Services,Fulltime-Regular,Information Technology Specialist II,,2016,85425.0
F,Department of Police,Fulltime-Regular,Animal Care Attendant,,2014,40369.0
F,Office of Human Resources,Fulltime-Regular,Human Resources Specialist III,,2000,102664.0
F,Department of Recreation,Fulltime-Regular,Office Services Coordinator,,1984,69222.18
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,63493.0
F,Department of Environmental Protection,Fulltime-Regular,Administrative Specialist II,,1997,84974.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1992,107128.71
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2007,72921.0
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1997,24023.44
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1990,91969.07
M,Department of Health and Human Services,Fulltime-Regular,Manager III,,2016,104734.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2003,56688.39
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2006,78708.7
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2014,50785.5
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,1998,55014.29
M,Department of Public Libraries,Fulltime-Regular,Librarian II,,2008,70370.55
M,Department of Transportation,Fulltime-Regular,Transit Coordinator,,2001,66782.46
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist I,2016,39257.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,56478.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2004,90205.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2004,34743.89
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1993,83611.44
F,Department of Health and Human Services,Parttime-Regular,Program Specialist II,,2000,42487.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1997,106456.0
M,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,2013,54523.02
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2011,45048.5
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1979,30100.72
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1995,57807.08
F,Department of Permitting Services,Fulltime-Regular,Office Services Coordinator,,1986,68550.12
M,Department of Public Libraries,Fulltime-Regular,Senior Librarian,,2013,68614.81
M,Department of Public Libraries,Fulltime-Regular,Information Technology Technician III,,1998,74857.21
F,Department of Transportation,Fulltime-Regular,Bus Operator,,1999,64141.0
M,Department of Police,Fulltime-Regular,Police Captain,,1986,141539.36
F,Department of Police,Parttime-Regular,Crossing Guard,,2000,24134.31
M,Department of Transportation,Fulltime-Regular,Arborist,,2016,74891.6
M,Department of Transportation,Fulltime-Regular,Public Service Craftsworker,,1989,66065.23
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2006,48260.15
M,Department of Health and Human Services,Fulltime-Regular,Program Manager I,,2001,93396.0
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Sergeant,,1995,96763.35
F,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2006,91961.0
M,Community Use of Public Facilities,Fulltime-Regular,Fiscal Assistant,,1987,69222.18
M,Department of Police,Fulltime-Regular,Police Officer III,,2008,65752.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Police,Fulltime-Regular,Security Officer IV (Lieutenant),,2011,64705.41
F,Department of Health and Human Services,Fulltime-Regular,Dental Assistant,,2004,53989.73
F,Community Engagement Cluster,Fulltime-Regular,Program Manager II,,2009,98977.76
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,2013,37822.53
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1985,76015.03
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2005,91827.56
F,County Council,Fulltime-Regular,Administrative Specialist II,,2005,78293.44
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,55328.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1979,92756.7
F,Department of Transportation,Fulltime-Regular,Safety and Training Instructor,,2007,51289.57
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2005,75832.74
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2006,75928.94
M,Department of Police,Fulltime-Regular,Manager II,,2015,141258.78
M,Department of Police,Fulltime-Regular,Police Officer III,,1990,92756.7
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2010,40946.23
F,Board of Elections,Fulltime-Regular,Administrative Specialist I,,2006,70402.55
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2002,64854.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2008,60775.0
F,Department of Police,Fulltime-Regular,Office Services Coordinator,,1990,69222.18
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2015,61725.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,61408.0
M,Department of Transportation,Fulltime-Regular,Traffic Management Technician II,Traffic Management Technician I,2015,40631.32
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2012,54538.0
M,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2013,49922.96
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,56478.0
F,Fire and Rescue Services,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,2013,47878.29
M,Department of Liquor Control,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,,1990,76015.03
F,Non-Departmental Account,Fulltime-Regular,Senior Financial Specialist,,2014,102664.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,2003,93356.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1995,94277.96
M,Department of General Services,Fulltime-Regular,Equipment Services Coordinator,,2003,97912.0
M,Department of Police,Fulltime-Regular,Police Captain,,1988,155693.29
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2002,58671.02
M,Department of Recreation,Fulltime-Regular,Manager III,,1982,111161.37
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2001,88901.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Assistant Chief,,1986,149529.08
M,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service and Maintenance Team Supv,,1984,75822.67
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,70396.0
M,Department of Finance,Fulltime-Regular,Manager II,,2012,142496.67
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Manager,,1999,76114.95
F,Department of Environmental Protection,Fulltime-Regular,Code Enforcement Inspector III,,1988,83497.98
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Battalion Chief,,1993,131348.75
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,57620.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2007,46325.18
M,Department of Transportation,Fulltime-Regular,Manager III,,1983,135392.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Candidate,,2016,47693.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1983,94277.96
F,Department of Police,Parttime-Regular,Crossing Guard,,1991,26208.35
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2000,74424.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1998,97912.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2008,77231.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,88859.0
F,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
F,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2000,107183.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2008,60775.0
M,Department of Transportation,Fulltime-Regular,Information Technology Specialist II,,1988,91847.15
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,1997,85405.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
F,Sheriff's Office,Fulltime-Regular,Senior Executive Administrative Aide,,1990,75277.02
F,Correction and Rehabilitation,Fulltime-Regular,Program Manager I,,2016,81500.0
F,Department of Public Libraries,Fulltime-Regular,Librarian I,,1996,87523.22
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2016,62400.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
M,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,2013,50272.2
F,Office of Human Resources,Fulltime-Regular,Administrative Specialist III,,2008,77210.64
M,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Team Supervisor,,1996,53109.41
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2015,56689.54
M,Community Engagement Cluster,Fulltime-Regular,Director Regional Services Center,,2006,160372.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
M,Department of General Services,Fulltime-Regular,Public Service Craftsworker,,2004,64141.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,Equipment Operator Apprentice,2016,33395.0
M,Department of Health and Human Services,Fulltime-Regular,Emergency Management Specialist I,,2016,65000.0
F,Office of Management and Budget,Fulltime-Regular,Senior Management and Budget Specialist,,2012,100008.86
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2012,56733.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1985,97392.47
M,Correction and Rehabilitation,Fulltime-Regular,Resident Supervisor III,,2000,89079.0
F,Department of Police,Parttime-Regular,Crossing Guard,,1999,24978.81
M,Department of Transportation,Fulltime-Regular,Manager III,,1988,93223.09
F,Department of Liquor Control,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,,1984,76015.03
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2004,60051.29
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,55889.73
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1988,120117.06
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2000,112266.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2012,41781.91
M,Department of Transportation,Fulltime-Regular,Transit Information Systems Technician,,2011,51958.37
F,Department of Health and Human Services,Fulltime-Regular,Senior Planning Specialist,,2014,90704.11
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1984,126781.06
M,Community Engagement Cluster,Fulltime-Regular,Public Service Worker II,,2016,34170.0
M,Department of Police,Fulltime-Regular,Traffic Enforcement Field Service Technician II,,2006,50563.09
F,Department of Health and Human Services,Fulltime-Regular,Social Worker IV,,1993,104717.28
F,Department of Health and Human Services,Fulltime-Regular,Social Worker II,,2003,83545.96
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2013,43525.72
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1999,80784.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,86537.84
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2007,65716.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2004,72861.0
M,Department of Transportation,Fulltime-Regular,Public Service Worker III,,2005,48399.27
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,1996,63067.93
M,County Council,Fulltime-Regular,Confidential Aide,,2011,125089.44
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2008,61035.5
M,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2003,66205.5
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Assistant Chief,,1988,149529.08
F,Department of Police,Fulltime-Regular,Police Officer III,,2010,65752.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,1999,85405.0
F,Department of General Services,Fulltime-Regular,Building Services Worker II,,2007,36992.05
M,Department of Police,Fulltime-Regular,Background Screening Specialist,,2014,73605.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2015,49717.45
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2014,49831.0
F,Department of Public Libraries,Parttime-Regular,Library Desk Assistant,,2013,18611.91
M,Department of Police,Fulltime-Regular,Police Officer III,,2003,78096.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2005,64854.0
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2008,65183.22
F,Offices of the County Executive,Fulltime-Regular,Administrative Assistant to the County Executive,,2007,89079.0
F,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Aide,,2016,32098.0
M,Department of Police,Fulltime-Regular,Police Captain,,1989,155693.29
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2005,64826.66
M,Department of Technology Services,Fulltime-Regular,Manager II,,2000,156395.29
M,Department of Police,Fulltime-Regular,Police Officer III,,1986,92756.7
F,Department of Police,Fulltime-Regular,Crime Analyst,,2004,67977.04
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2014,50785.5
F,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,1993,60468.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1999,73801.0
M,Department of Environmental Protection,Fulltime-Regular,Program Manager II,,1974,104717.28
M,County Council,Fulltime-Regular,Manager I,,1985,175127.0
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2003,77029.0
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2013,66518.09
M,Department of General Services,Fulltime-Regular,Depot Supply Coordinator,,1995,66065.23
F,Department of Police,Fulltime-Regular,Police Lieutenant,,1982,123902.96
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2006,20419.48
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2012,85524.82
F,Department of Police,Parttime-Regular,Crossing Guard,,2008,19060.64
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,77787.0
F,Department of Environmental Protection,Fulltime-Regular,Management and Budget Specialist III,,2006,100095.45
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,2013,36180.0
F,Department of Finance,Fulltime-Regular,Principal Administrative Aide,,2013,40113.21
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2002,71872.19
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45048.5
F,Department of Police,Fulltime-Regular,Police Sergeant,,2004,90199.0
F,Department of Police,Fulltime-Regular,Police Officer III,,2003,80829.0
F,Department of Police,Fulltime-Regular,Police Officer III,,2005,75453.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2000,60711.33
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2001,110229.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1989,95187.98
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2006,56940.2
M,Department of Police,Fulltime-Regular,Security Officer I,,2004,61775.8
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2016,49068.12
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Department of General Services,Fulltime-Regular,Plumber II,,2005,77343.0
